U82xMczXrgamk6n1fzSVH6Sv0mNGxsZg , 5 , 131.130.69.162 , 0.160541 , -1 , 0.018 , 1
USA TODAY , 5 , None , 0.258775 , 0.18 , -1 , 0
ScSlY5Zv0Gr72ns7gXszXkkOOPElCbgm , 5 , 131.130.69.162 , 0.157993 , -1 , 0.019 , 1
Washington Post , 5 , None , 0.258376 , 0.17 , -1 , 0
4EKcE5JT9enOXzsCZuiPWJylqcBLxIj2 , 5 , None , 0.162288 , -1 , -1 , 1
Carlos Arredondo , 5 , 117.16.191.7 , 0.300519 , 0.2 , -1 , 0
x4gqRZcUTmmBnBO7duJaYKCON55o83jp , 5 , None , 0.217375 , -1 , -1 , 1
Outside Lands , 5 , None , 0.225005 , 0.12 , -1 , 0
HFpAl5jxTBMBlUUaYUd95ujoTh530Ad5 , 5 , None , 0.166149 , -1 , -1 , 1
ricin , 6 , 193.108.170.1 , 0.225658 , 0.12 , 47.3 , 0
NWMi0xXmjCdP3LCgp2LMaWpxSnAx6g1Q , 6 , 131.130.69.162 , 0.187517 , -1 , 0.02 , 1
American Airlines , 6 , None , 0.25798 , 0.15 , -1 , 0
cjxtISgdGFXKTdsCpyb7dH4ZFY7iIXzE , 6 , None , 0.209855 , -1 , -1 , 1
Huffington Post , 6 , None , 0.244842 , 0.15 , -1 , 0
lSlWhiQostdZLzLKTpPmj2tbWaNMzgZI , 6 , None , 0.148361 , -1 , -1 , 1
Krystle Campbell , 6 , None , 0.269303 , 0.18 , -1 , 0
wxTqmhYin7WFtUKFPJK7PPCiGjrL7qXc , 6 , None , 0.179648 , -1 , -1 , 1
Girls Love Beyonce , 6 , None , 0.269915 , 0.17 , -1 , 0
efJGujb3ZJ9WpdEEquuNRpD5KCCtFeOm , 6 , None , 0.159699 , -1 , -1 , 1
Tracy McGrady , 6 , None , 0.270613 , 0.15 , -1 , 0
U82xMczXrgamk6n1fzSVH6Sv0mNGxsZg , 6 , None , 0.144537 , -1 , -1 , 1
USA TODAY , 6 , None , 0.224321 , 0.15 , -1 , 0
ScSlY5Zv0Gr72ns7gXszXkkOOPElCbgm , 6 , None , 0.1982 , -1 , -1 , 1
Washington Post , 6 , 64.233.168.86 , 0.336131 , 0.24 , -1 , 0
4EKcE5JT9enOXzsCZuiPWJylqcBLxIj2 , 6 , None , 0.146748 , -1 , -1 , 1
Carlos Arredondo , 6 , None , 0.286051 , 0.18 , -1 , 0
x4gqRZcUTmmBnBO7duJaYKCON55o83jp , 6 , None , 0.170467 , -1 , -1 , 1
Outside Lands , 6 , None , 0.210958 , 0.11 , -1 , 0
HFpAl5jxTBMBlUUaYUd95ujoTh530Ad5 , 6 , None , 0.168514 , -1 , -1 , 1
ricin , 7 , 131.114.21.233 , 0.208354 , 0.11 , 20.2 , 0
NWMi0xXmjCdP3LCgp2LMaWpxSnAx6g1Q , 7 , 61.220.4.122 , 0.212027 , -1 , -1 , 1
American Airlines , 7 , None , 0.230272 , 0.13 , -1 , 0
cjxtISgdGFXKTdsCpyb7dH4ZFY7iIXzE , 7 , 74.125.189.21 , 0.258598 , -1 , 14.3 , 1
Huffington Post , 7 , None , 0.215158 , 0.12 , -1 , 0
lSlWhiQostdZLzLKTpPmj2tbWaNMzgZI , 7 , None , 0.134555 , -1 , -1 , 1
Krystle Campbell , 7 , None , 0.247002 , 0.14 , -1 , 0
wxTqmhYin7WFtUKFPJK7PPCiGjrL7qXc , 7 , None , 0.156446 , -1 , -1 , 1
Girls Love Beyonce , 7 , None , 0.296719 , 0.18 , -1 , 0
efJGujb3ZJ9WpdEEquuNRpD5KCCtFeOm , 7 , None , 0.177824 , -1 , -1 , 1
Tracy McGrady , 7 , None , 0.273753 , 0.17 , -1 , 0
U82xMczXrgamk6n1fzSVH6Sv0mNGxsZg , 7 , None , 0.130705 , -1 , -1 , 1
USA TODAY , 7 , None , 0.231871 , 0.14 , -1 , 0
ScSlY5Zv0Gr72ns7gXszXkkOOPElCbgm , 7 , None , 0.146243 , -1 , -1 , 1
Washington Post , 7 , 173.194.97.20 , 0.24614 , 0.15 , -1 , 0
4EKcE5JT9enOXzsCZuiPWJylqcBLxIj2 , 7 , None , 0.163874 , -1 , -1 , 1
Carlos Arredondo , 7 , 61.220.2.106 , 0.340071 , 0.23 , -1 , 0
x4gqRZcUTmmBnBO7duJaYKCON55o83jp , 7 , None , 0.177624 , -1 , -1 , 1
Outside Lands , 7 , 123.30.52.29 , 0.200067 , 0.1 , -1 , 0
HFpAl5jxTBMBlUUaYUd95ujoTh530Ad5 , 7 , 131.130.69.162 , 0.162721 , -1 , 0.022 , 1
ricin , 8 , None , 0.233948 , 0.14 , -1 , 0
NWMi0xXmjCdP3LCgp2LMaWpxSnAx6g1Q , 8 , None , 0.143867 , -1 , -1 , 1
American Airlines , 8 , 131.130.69.162 , 0.291665 , 0.19 , 0.019 , 0
cjxtISgdGFXKTdsCpyb7dH4ZFY7iIXzE , 8 , None , 0.184317 , -1 , -1 , 1
Huffington Post , 8 , 217.150.35.129 , 0.251667 , 0.15 , 57.7 , 0
lSlWhiQostdZLzLKTpPmj2tbWaNMzgZI , 8 , None , 0.139289 , -1 , -1 , 1
Krystle Campbell , 8 , None , 0.408317 , 0.25 , -1 , 0
wxTqmhYin7WFtUKFPJK7PPCiGjrL7qXc , 8 , None , 0.141163 , -1 , -1 , 1
Girls Love Beyonce , 8 , None , 0.303929 , 0.22 , -1 , 0
efJGujb3ZJ9WpdEEquuNRpD5KCCtFeOm , 8 , None , 0.215198 , -1 , -1 , 1
Tracy McGrady , 8 , None , 0.242046 , 0.14 , -1 , 0
U82xMczXrgamk6n1fzSVH6Sv0mNGxsZg , 8 , None , 0.137371 , -1 , -1 , 1
USA TODAY , 8 , 208.69.33.21 , 0.24016 , 0.15 , 12.7 , 0
ScSlY5Zv0Gr72ns7gXszXkkOOPElCbgm , 8 , None , 0.158417 , -1 , -1 , 1
Washington Post , 8 , None , 0.209994 , 0.13 , -1 , 0
4EKcE5JT9enOXzsCZuiPWJylqcBLxIj2 , 8 , None , 0.188602 , -1 , -1 , 1
Carlos Arredondo , 8 , 131.130.69.162 , 0.274357 , 0.18 , 0.025 , 0
x4gqRZcUTmmBnBO7duJaYKCON55o83jp , 8 , 131.130.69.162 , 0.210819 , -1 , 0.019 , 1
Outside Lands , 8 , None , 0.214416 , 0.12 , -1 , 0
HFpAl5jxTBMBlUUaYUd95ujoTh530Ad5 , 8 , 131.130.69.162 , 0.212012 , -1 , 0.019 , 1
ricin , 9 , 211.236.182.240 , 0.294358 , 0.2 , -1 , 0
NWMi0xXmjCdP3LCgp2LMaWpxSnAx6g1Q , 9 , None , 0.187626 , -1 , -1 , 1
American Airlines , 9 , None , 0.27319 , 0.17 , -1 , 0
cjxtISgdGFXKTdsCpyb7dH4ZFY7iIXzE , 9 , 131.130.69.162 , 0.190934 , -1 , 0.023 , 1
Huffington Post , 9 , 194.106.162.2 , 0.238726 , 0.14 , 14.0 , 0
lSlWhiQostdZLzLKTpPmj2tbWaNMzgZI , 9 , None , 0.161488 , -1 , -1 , 1
Krystle Campbell , 9 , None , 0.318278 , 0.2 , -1 , 0
wxTqmhYin7WFtUKFPJK7PPCiGjrL7qXc , 9 , None , 0.137251 , -1 , -1 , 1
Girls Love Beyonce , 9 , 131.130.69.162 , 0.356845 , 0.25 , 0.02 , 0
efJGujb3ZJ9WpdEEquuNRpD5KCCtFeOm , 9 , None , 0.184511 , -1 , -1 , 1
Tracy McGrady , 9 , None , 0.322442 , 0.21 , -1 , 0
U82xMczXrgamk6n1fzSVH6Sv0mNGxsZg , 9 , None , 0.124968 , -1 , -1 , 1
USA TODAY , 9 , 131.130.69.162 , 0.265111 , 0.18 , 0.023 , 0
ScSlY5Zv0Gr72ns7gXszXkkOOPElCbgm , 9 , None , 0.160023 , -1 , -1 , 1
Washington Post , 9 , 131.130.69.162 , 0.254077 , 0.16 , 0.018 , 0
4EKcE5JT9enOXzsCZuiPWJylqcBLxIj2 , 9 , None , 0.17019 , -1 , -1 , 1
Carlos Arredondo , 9 , None , 0.313987 , 0.22 , -1 , 0
x4gqRZcUTmmBnBO7duJaYKCON55o83jp , 9 , 193.231.237.7 , 0.212371 , -1 , 39.1 , 1
Outside Lands , 9 , None , 0.215711 , 0.12 , -1 , 0
HFpAl5jxTBMBlUUaYUd95ujoTh530Ad5 , 9 , 192.221.146.107 , 0.193989 , -1 , -1 , 1
ricin , 0 , None , 0.195094 , 0.1 , -1 , 0
ydE0GH0GEinjR8dj9WXkfYtQQsKUyvSd , 0 , None , 0.23565 , -1 , -1 , 1
Krystle Campbell , 0 , None , 0.353859 , 0.25 , -1 , 0
cYJFfXRir7HBOftWvfuLPT3629G3pmPP , 0 , 61.220.8.64 , 0.20111 , -1 , -1 , 1
Huffington Post , 0 , None , 0.3584 , 0.2 , -1 , 0
bqZ5lMvcjbFCOAATWH1WmEeDbmVy8f9z , 0 , None , 0.173934 , -1 , -1 , 1
Girls Love Beyonce , 0 , 168.126.63.64 , 0.333624 , 0.23 , -1 , 0
xtMmEWezrPmcdnbdybwnvTN7ROk2kMxb , 0 , None , 0.255963 , -1 , -1 , 1
BBC News , 0 , 131.130.69.162 , 0.292287 , 0.21 , 0.023 , 0
FF9fRgkgcGDJvZLMOedBfx2AzVF9JvIN , 0 , 131.130.69.162 , 0.212697 , -1 , 0.022 , 1
Carlos Arredondo , 0 , None , 0.317263 , 0.21 , -1 , 0
87t5VVR3jaOrzwOTPpTjjRLqPonNsLCa , 0 , None , 0.251574 , -1 , -1 , 1
Tracy McGrady , 0 , None , 0.439357 , 0.31 , -1 , 0
D2LIhGxqeXEpZtURqK7KsGy1h6TBZlhC , 0 , None , 0.231911 , -1 , -1 , 1
Washington Post , 0 , 131.130.69.162 , 0.271326 , 0.17 , 0.022 , 0
IkT7cvebiHor9Pvrln9oxgvW5Np9Fio6 , 0 , None , 0.178164 , -1 , -1 , 1
Outside Lands , 0 , None , 0.266905 , 0.16 , -1 , 0
OLQHZjqLpjKNNUoRTJI1KFGGdlP0BUsF , 0 , None , 0.249207 , -1 , -1 , 1
Patton Oswalt , 0 , None , 0.421376 , 0.28 , -1 , 0
j32YIjuKFh3oyOuxYVkUpeQcSoFBnFfv , 0 , None , 0.255646 , -1 , -1 , 1
ricin , 1 , 61.220.8.128 , 0.259615 , 0.18 , -1 , 0
ydE0GH0GEinjR8dj9WXkfYtQQsKUyvSd , 1 , None , 0.26452 , -1 , -1 , 1
Krystle Campbell , 1 , None , 0.275845 , 0.16 , -1 , 0
cYJFfXRir7HBOftWvfuLPT3629G3pmPP , 1 , 213.134.128.20 , 0.168617 , -1 , 31.4 , 1
Huffington Post , 1 , 168.126.63.61 , 0.25825 , 0.16 , -1 , 0
bqZ5lMvcjbFCOAATWH1WmEeDbmVy8f9z , 1 , 131.130.69.162 , 0.152551 , -1 , 0.019 , 1
Girls Love Beyonce , 1 , 131.130.69.162 , 0.292543 , 0.18 , 0.019 , 0
xtMmEWezrPmcdnbdybwnvTN7ROk2kMxb , 1 , None , 0.186691 , -1 , -1 , 1
BBC News , 1 , None , 0.303482 , 0.2 , -1 , 0
FF9fRgkgcGDJvZLMOedBfx2AzVF9JvIN , 1 , None , 0.165342 , -1 , -1 , 1
Carlos Arredondo , 1 , None , 0.365225 , 0.27 , -1 , 0
87t5VVR3jaOrzwOTPpTjjRLqPonNsLCa , 1 , None , 0.216465 , -1 , -1 , 1
Tracy McGrady , 1 , 208.69.33.11 , 0.289151 , 0.19 , 12.5 , 0
D2LIhGxqeXEpZtURqK7KsGy1h6TBZlhC , 1 , 131.130.69.162 , 0.194157 , -1 , 0.019 , 1
Washington Post , 1 , None , 0.317319 , 0.22 , -1 , 0
IkT7cvebiHor9Pvrln9oxgvW5Np9Fio6 , 1 , 131.130.69.162 , 0.189785 , -1 , 0.02 , 1
Outside Lands , 1 , 208.69.33.11 , 0.234291 , 0.15 , 12.3 , 0
OLQHZjqLpjKNNUoRTJI1KFGGdlP0BUsF , 1 , None , 0.198957 , -1 , -1 , 1
Patton Oswalt , 1 , None , 0.331562 , 0.21 , -1 , 0
j32YIjuKFh3oyOuxYVkUpeQcSoFBnFfv , 1 , None , 0.316016 , -1 , -1 , 1
ricin , 2 , None , 0.279714 , 0.2 , -1 , 0
ydE0GH0GEinjR8dj9WXkfYtQQsKUyvSd , 2 , 131.130.69.162 , 0.260579 , -1 , 0.021 , 1
Krystle Campbell , 2 , 81.228.11.212 , 0.253844 , 0.16 , 41.9 , 0
cYJFfXRir7HBOftWvfuLPT3629G3pmPP , 2 , None , 0.208945 , -1 , -1 , 1
Huffington Post , 2 , 194.204.159.20 , 0.288977 , 0.19 , -1 , 0
bqZ5lMvcjbFCOAATWH1WmEeDbmVy8f9z , 2 , None , 0.195175 , -1 , -1 , 1
Girls Love Beyonce , 2 , None , 0.28242 , 0.2 , -1 , 0
xtMmEWezrPmcdnbdybwnvTN7ROk2kMxb , 2 , None , 0.157479 , -1 , -1 , 1
BBC News , 2 , None , 0.223749 , 0.15 , -1 , 0
FF9fRgkgcGDJvZLMOedBfx2AzVF9JvIN , 2 , None , 0.138312 , -1 , -1 , 1
Carlos Arredondo , 2 , None , 0.339402 , 0.23 , -1 , 0
87t5VVR3jaOrzwOTPpTjjRLqPonNsLCa , 2 , 94.53.12.30 , 0.240321 , -1 , 52.6 , 1
Tracy McGrady , 2 , None , 0.243155 , 0.15 , -1 , 0
D2LIhGxqeXEpZtURqK7KsGy1h6TBZlhC , 2 , None , 0.274276 , -1 , -1 , 1
Washington Post , 2 , None , 0.267731 , 0.16 , -1 , 0
IkT7cvebiHor9Pvrln9oxgvW5Np9Fio6 , 2 , None , 0.168319 , -1 , -1 , 1
Outside Lands , 2 , None , 0.203664 , 0.12 , -1 , 0
OLQHZjqLpjKNNUoRTJI1KFGGdlP0BUsF , 2 , 131.130.69.162 , 0.179322 , -1 , 0.022 , 1
Patton Oswalt , 2 , 195.113.0.2 , 0.307433 , 0.19 , 6.11 , 0
j32YIjuKFh3oyOuxYVkUpeQcSoFBnFfv , 2 , None , 0.302698 , -1 , -1 , 1
ricin , 3 , None , 0.2331 , 0.13 , -1 , 0
ydE0GH0GEinjR8dj9WXkfYtQQsKUyvSd , 3 , None , 0.265669 , -1 , -1 , 1
Krystle Campbell , 3 , None , 0.263433 , 0.17 , -1 , 0
cYJFfXRir7HBOftWvfuLPT3629G3pmPP , 3 , 195.113.75.66 , 0.146406 , -1 , 6.22 , 1
Huffington Post , 3 , None , 0.196883 , 0.12 , -1 , 0
bqZ5lMvcjbFCOAATWH1WmEeDbmVy8f9z , 3 , None , 0.195481 , -1 , -1 , 1
Girls Love Beyonce , 3 , None , 0.224905 , 0.15 , -1 , 0
xtMmEWezrPmcdnbdybwnvTN7ROk2kMxb , 3 , 203.246.184.194 , 0.191072 , -1 , -1 , 1
BBC News , 3 , None , 0.278819 , 0.17 , -1 , 0
FF9fRgkgcGDJvZLMOedBfx2AzVF9JvIN , 3 , 61.220.2.246 , 0.172669 , -1 , -1 , 1
Carlos Arredondo , 3 , 131.130.69.162 , 0.327136 , 0.23 , 0.021 , 0
87t5VVR3jaOrzwOTPpTjjRLqPonNsLCa , 3 , 193.81.8.8 , 0.18999 , -1 , 7.34 , 1
Tracy McGrady , 3 , 74.125.189.16 , 0.341258 , 0.22 , 14.5 , 0
D2LIhGxqeXEpZtURqK7KsGy1h6TBZlhC , 3 , 194.212.157.67 , 0.162688 , -1 , 15.6 , 1
Washington Post , 3 , 208.69.33.13 , 0.219735 , 0.14 , 12.7 , 0
IkT7cvebiHor9Pvrln9oxgvW5Np9Fio6 , 3 , None , 0.155027 , -1 , -1 , 1
Outside Lands , 3 , None , 0.213426 , 0.11 , -1 , 0
OLQHZjqLpjKNNUoRTJI1KFGGdlP0BUsF , 3 , None , 0.136902 , -1 , -1 , 1
Patton Oswalt , 3 , None , 0.360795 , 0.22 , -1 , 0
j32YIjuKFh3oyOuxYVkUpeQcSoFBnFfv , 3 , 192.26.237.8 , 0.28602 , -1 , 14.4 , 1
ricin , 4 , None , 0.19853 , 0.1 , -1 , 0
ydE0GH0GEinjR8dj9WXkfYtQQsKUyvSd , 4 , 131.130.69.162 , 0.234936 , -1 , 0.024 , 1
Krystle Campbell , 4 , 131.130.69.162 , 0.236383 , 0.14 , 0.021 , 0
cYJFfXRir7HBOftWvfuLPT3629G3pmPP , 4 , None , 0.153778 , -1 , -1 , 1
Huffington Post , 4 , None , 0.240286 , 0.15 , -1 , 0
bqZ5lMvcjbFCOAATWH1WmEeDbmVy8f9z , 4 , 131.130.69.162 , 0.163741 , -1 , 0.021 , 1
Girls Love Beyonce , 4 , None , 0.278804 , 0.2 , -1 , 0
xtMmEWezrPmcdnbdybwnvTN7ROk2kMxb , 4 , None , 0.206358 , -1 , -1 , 1
BBC News , 4 , None , 0.26058 , 0.17 , -1 , 0
FF9fRgkgcGDJvZLMOedBfx2AzVF9JvIN , 4 , None , 0.194018 , -1 , -1 , 1
